Text,Cipher,IC,Letter_1,Letter_2,Letter_3,Letter_4,Letter_5,Letter_6,Letter_7,Letter_8,Letter_9,Bigram_1,Bigram_2,Bigram_3,Bigram_4,Bigram_5
obrvsgvozzfswubouccrzmywbuobrgkomvwgvobrcsfsjsfmqzwaskwhvdsoqskfwhcbvwggwubshfwbukvcpwrsgvwghwas,ceaser,0.0618421052631578,w,s,b,v,o,g,r,f,u,ob,br,gv,vw,wg
qgctjuxzothttrtsjukuyozyktjltrjlqjjltelqstzjltvgttyaqjkltsuv,MonoalphabeticSubstitution,0.0841807909604519,t,j,l,q,u,z,s,k,y,tj,jl,lq,qu,uz
pgjjjinhsejekknyczivoqaxhuccqayebfxrwayetfxr,Vigenere,0.0327695560253699,j,e,y,c,a,x,i,n,h,je,ey,yc,ca,ax
amzmvmqnwtlugpivlaivleiqb,ceaser,0.0466666666666666,m,v,l,i,a,q,z,n,w,iv,vl,am,mz,zm
hvspsuwbbwbuctqcadibqhwcbwghvspsuwbbwbuctobskzwts,ceaser,0.0790816326530612,b,w,s,u,c,h,t,v,p,wb,bw,hv,vs,sp
awuiotrekrrolerohnanitarurrtehlcoetusgtanfnas,ColumnarTransposition,0.0666666666666666,r,a,t,o,e,n,u,i,l,ra,at,to,oe,en
tfuihkoegjvwjwbmpkuiwwxmmvzedorhmziitspxxprehkltdbnx,Vigenere,0.035444947209653,i,w,m,x,t,h,k,e,p,iw,wm,mx,xt,th
wrsdvndubmiawbbrdbrsqpa,MonoalphabeticSubstitution,0.0592885375494071,b,r,d,w,s,a,v,n,u,br,rd,dw,ws,sa
evjxqjjxuhuyidecqdduhevtekrjdefherqrbufeiiyrbuixqtemevtekrjdefeiiyrbutekrjmxqjuluh,ceaser,0.0653417645287564,e,u,j,r,i,q,d,x,h,te,ev,xq,uh,de
retbgldwtespbezumzretreuzdroonozzbxdrecududrotwcosumcgwr,MonoalphabeticSubstitution,0.061038961038961,r,e,d,z,u,o,t,b,w,re,ed,dz,zu,uo
ianaahwaelflaoxeretxeihgxhlsnxsbhsymstddliwrx,ColumnarTransposition,0.0525252525252525,a,x,h,e,l,s,i,n,w,ax,xh,he,el,ls
hxfkownvfrbovmjxruzhawbuivatfheyvbghtkadyafvokkxyukaeivqj,Vigenere,0.0426065162907268,v,k,a,h,f,x,o,b,u,vk,ka,ah,hf,fx
legvtcvqdynowcejvmzeivxvwst,MonoalphabeticSubstitution,0.0455840455840455,v,e,t,c,w,l,g,q,d,ve,et,tc,cw,wl
ftqdqxuhqeyadqrmuftuztazqefpagnfnqxuqhqyqftmzuztmxrftqodqqpe,ceaser,0.0745762711864406,q,f,t,u,z,d,x,e,a,ft,dq,tq,qx,xu
eetrwnxfithtomrnhohgxekoseeddwrbriercwihba,ColumnarTransposition,0.0545876887340302,e,r,h,t,w,i,o,n,x,er,rh,ht,tw,wi
ddsrxsfabitryylleasxtheexrmrhxermhxaodtl,ColumnarTransposition,0.0589743589743589,r,x,e,d,s,a,t,l,h,rx,xe,ed,ds,sa
uedwwzhciudrtejcjeqdezejsowspdjvfdhddlwmuxhpwppjoshesp,Vigenere,0.0587002096436058,d,e,w,j,p,h,s,u,z,de,ew,wj,jp,ph
somlzzaonwbzvrcvaajcypkewojkxdsrughzroghgfxyhhwfwoqrkp,Vigenere,0.0356394129979035,o,z,w,r,h,a,k,g,s,oz,zw,wr,rh,ha
damohhhvaxnodtteherxacaddtcowe,ColumnarTransposition,0.0666666666666666,d,a,h,o,t,e,x,c,m,da,ah,ho,ot,te
obkevgqiruqqdsetbtrovjkmvnq,MonoalphabeticSubstitution,0.0427350427350427,q,v,o,b,k,e,r,t,g,qv,vo,ob,bk,ke
topnecvbqnyvktpyzsoxnhkeaodxkwpajujqkkzllgaodibvdpgvvsglvbq,Vigenere,0.037989479836353,v,k,o,p,n,b,q,a,d,vk,ko,op,pn,nb
rzvmzijokzmhdoozyojxcjjnzoczamvhzjajpmyznoditwporcvorzkpodiojdodnjpmn,ceaser,0.0711849957374254,o,z,j,m,d,n,p,r,v,od,rz,do,oj,jp
fuyquzftqfgdzuzsahqdarpmkeiadweotmzsqradnqffqdadiadeq,ceaser,0.0609579100145137,q,d,a,f,z,u,e,t,s,ad,uz,qf,zs,qd
geheracxthiydlaxdeotdiinaruaenadhttralexuhgvggnx,ColumnarTransposition,0.0585106382978723,a,e,g,h,x,t,d,r,i,ae,eg,gh,hx,xt
hpbolfqhbfxqsycfxqcenuqxqzleequlbhmu,MonoalphabeticSubstitution,0.0587301587301587,q,h,b,l,f,x,e,u,c,qh,hb,bl,lf,fx
xtrjwjrjinjxfwjbtwxjymfsymjinxjfxj,ceaser,0.1033868092691622,j,x,w,f,t,r,i,n,y,xj,rj,wj,ji,in
fsliajtzchcrgmohyxjsucauxhfoypfootsdihoqftlsyxvfeorobrsh,Vigenere,0.0461038961038961,o,f,s,h,t,c,r,y,x,of,fs,sh,ht,tc
qakvcinmqiqimqxyrtcaylehdwhextaexeulywjdaekfeolwkuuvhrtyd,Vigenere,0.0401002506265664,e,q,a,y,k,i,x,t,l,eq,qa,ay,yk,ki
lwkbzqvmqavwbpqvojcbbpmasqvwnbzcbpambcxivlabcnnml,ceaser,0.0637755102040816,b,v,q,m,a,c,l,w,p,qv,bp,bz,vw,cb
eisdhetnfnstaxreenthyeoinhextfnewarhitdmarhotcateeuhiipaerhostbgseagpn,ColumnarTransposition,0.0679089026915113,e,t,h,n,a,i,s,r,o,et,th,hn,na,ai
tkxtlhgtuexikhutubebmrblmaxhgervxkmtbgmr,ceaser,0.0602564102564102,t,x,b,m,k,h,g,u,e,hg,tu,mr,tk,kx
bziogzhzijaydzepmtoczjizvwnjgpozpinzgadncamdziyocvohvixvicvqzdiocdnnzgadncrjmgyoczjizocvoizqzmyznzmoncdhoczjizocvoizqzmkmjqznpibmvozapgjmomzvxczmjpndncdnyjb,ceaser,0.071298593879239,z,o,i,c,n,m,j,d,v,oc,iz,dn,cz,nc
shcexiaeihndntximitcwniixwbgwxoahwxttthhnrwni,ColumnarTransposition,0.0747474747474747,i,h,x,n,t,w,c,e,a,ih,hx,xn,nt,tw
upcdsuirtusiehsplludpkkdk,MonoalphabeticSubstitution,0.0666666666666666,u,p,d,s,k,i,l,c,r,up,pd,ds,sk,ki
bsurteffmoonnhmrlevaxhnnegipozusihmdfcopxguzmxvcznplzuzvfq,Vigenere,0.0393224440411373,n,z,u,f,m,o,e,h,v,nz,zu,uf,fm,mo
paqatzwpdcmdqyxacmewcszm,MonoalphabeticSubstitution,0.0507246376811594,a,c,m,p,q,z,w,d,t,ac,cm,mp,pq,qz
tosensdersycttxioonatcsnimpeeawhfimdeiitoshlhheelaenhegneagxtsngnhotsnaesns,ColumnarTransposition,0.0724324324324324,e,s,n,t,h,o,i,a,g,es,sn,nt,th,ho
qofuezfsgajbzzaofamhusbb,MonoalphabeticSubstitution,0.0543478260869565,f,z,a,b,o,u,s,q,e,fz,za,ab,bo,ou
fhimtewzimistsradtzfbhatkwnbh,MonoalphabeticSubstitution,0.0467980295566502,t,h,i,f,m,w,z,s,a,th,hi,if,fm,mw
psrxjqqkvqnvqtjstwdrouvjgqktragbvoavhjonkjuuwsvptsqrqktblgrowtbrstftaanrrgojnkqqrhrljbtyptwqjonbhujuqts,MonoalphabeticSubstitution,0.0573005901389682,q,t,r,j,s,v,o,k,n,qt,tr,rj,js,sv
gqbepmqwweqsrbgeybheekgqbqsgqskvewqivmweksfjpwgeybwbsswlsvxsgwbn,MonoalphabeticSubstitution,0.0744047619047619,e,w,s,q,b,g,k,v,p,ew,ws,sq,qb,bg
jkxdknwjmqnvvjhqrbcarknrwlanjbnjfxtnxwnwrpqcoaxvjmnnymanjvxoynjln,ceaser,0.0682692307692307,n,j,x,w,v,r,a,k,m,nj,kn,nw,jm,vj
vayiwjphhawtpuoirjwtwtp,MonoalphabeticSubstitution,0.0632411067193675,w,p,t,a,i,j,h,v,y,wp,pt,ta,ai,ij
vtpevguymplqwerzqegqwvq,MonoalphabeticSubstitution,0.0592885375494071,q,v,e,p,g,w,t,u,y,qv,ve,ep,pg,gw
sxivlserkyjraakbgjgecpfcyycayoqxdopqgemnlycojqadrevbaxbjpgynw,Vigenere,0.0398907103825136,y,a,e,j,g,c,x,r,b,ya,ae,ej,jg,gc
vdspsdrvltadhwtttpmdtaohkaeiyihloihieoeetsaoeevteiutrduhccaenatnnsaeox,ColumnarTransposition,0.062111801242236,t,e,a,d,h,o,i,s,v,te,ea,ad,dh,ho
trsirpeanknmnieettafdraciresnxsnfhonesooatsrxeaeceitmrpffraxhvlngoxrdytomwr,ColumnarTransposition,0.0576576576576576,r,e,n,t,a,s,o,i,f,re,en,nt,ta,as
xydrsxqsccyohrkecdsxqkcsxnomscsyxkxnxydrsxqsccypedsvo,ceaser,0.0834542815674891,s,x,c,y,d,r,q,o,k,sx,xq,sc,xy,yd
msnltiiipjyegtnotucenwsypxsmptwtnahlitieihihsdoeummxiosysoriitatxoeeiihstolftn,ColumnarTransposition,0.0662670662670662,i,t,s,e,o,n,m,h,l,it,ts,se,eo,on
rcckyvzccjfwuvdftirtptresvtlivuspdfivuvdftirtp,ceaser,0.0618357487922705,v,t,r,c,f,i,u,d,p,df,cc,uv,vd,ft
aygborkawohbvhevdlhrgrrhfuoevaacrjgrxpxtncvmegkkbvbra,Vigenere,0.0507982583454281,r,a,v,g,b,h,o,k,e,ra,av,vg,gb,bh
trkdamkfzvhuuoqgldmjzvrqscnjpbesxuuileqmbngjrkrvygyjdb,Vigenere,0.0314465408805031,r,u,j,k,d,m,v,q,g,ru,uj,jk,kd,dm
vcszauumhobhynauumhobykodugcabwjontdvrafkcnzflxojvht,Vigenere,0.0392156862745098,u,o,a,h,v,c,b,n,z,uo,oa,ah,hv,vc
eshoxsgresusaeetedmeinoeeiurtxjidsrfiudxhndoxdaafx,ColumnarTransposition,0.0653061224489796,e,s,x,d,i,o,r,u,a,es,sx,xd,di,io
tfhrrfnlxznhyewhsnapurcxowexy,MonoalphabeticSubstitution,0.0394088669950738,h,r,n,x,f,y,e,w,t,hr,rn,nx,xf,fy
kerkkeawrqhzrkleapxeaiaskerffibzzafrxrhzibfjlaferifghrqh,MonoalphabeticSubstitution,0.0681818181818181,r,e,a,f,k,h,z,i,q,re,ea,af,fk,kh
dnitiauxuseiwtbxnownaloxcrtlhnnsronnaaaxgualsrbxaieigerxalggrcrxoeolesdxetgyauax,ColumnarTransposition,0.0613924050632911,a,x,n,e,r,i,o,l,g,ax,xn,ne,er,ri
govsfosxkxozymrsxgrsmrdrocyvsnqbyexnypyebzbomyxmosfonsnokccrkuocnksviexnobyebmobdksxpood,ceaser,0.0621734587251828,o,s,x,y,n,b,k,m,r,sx,ye,vs,sf,fo
kzrgbhqthgjghtqzbpxdavqfbzrftvxgbzrozbnwjrjaxdzjojg,MonoalphabeticSubstitution,0.0533333333333333,z,g,b,j,r,h,q,t,x,zg,gb,bj,jr,rh
hbcfrfrkiucbhabyhnarfynouex,MonoalphabeticSubstitution,0.0484330484330484,h,b,f,r,c,u,a,y,n,hb,bf,fr,rc,cu
mtbfwyymtzkfqqjskwtrmjfajstqzhnkjwxtstkymjrtwsnsl,ceaser,0.0603741496598639,t,j,s,m,w,k,f,y,q,mt,ym,js,mj,st
eplptwdqeoplrwwolowomubbdfujwcktrutedbcoondqlewrucmujn,MonoalphabeticSubstitution,0.0538085255066387,w,o,u,e,l,d,p,t,r,wo,ou,ue,el,ld
ekpgipueasoprviaiumzrevfkmxkekpwureciprfpipacpekpfuepirfvyypzfmekipxpzeiumzxvcyaqprppzkciismzgevnvmzekp,MonoalphabeticSubstitution,0.0704359413668379,p,e,i,k,z,r,v,m,u,pe,ei,ik,kz,zr
rtnjqmltuyvkmmmnlqezvyvudrttte,Vigenere,0.0597701149425287,t,m,v,r,n,q,l,u,y,tm,mv,vr,rn,nq
maxetfxftgpahdxxilmaxkbzamkhtwhnmlmkbilmaxknggxkpahmtdxltpkhgzhgxmaxfhkxtvmboxtgwlpbymmaxetmmxkblmaxynkmaxkaxpbeezhtlmktr,ceaser,0.0714876033057851,x,m,a,k,t,h,l,g,b,ax,ma,lm,xk,kb
magbvbtghesipaztxlwuwkrpbabhrimwsrolxtzezntquwzbzujhxmbjxml,Vigenere,0.0409117475160724,b,z,m,t,x,w,a,h,l,bz,zm,mt,tx,xw
jcwjwiqfoplorpqeutfmbwombpiqouomtxheqpixhsemipdgbr,Vigenere,0.0440816326530612,o,p,i,q,m,w,e,b,j,op,pi,iq,qm,mw
pwdexvcndywiradcre,MonoalphabeticSubstitution,0.0457516339869281,d,w,e,c,r,p,x,v,n,dw,we,ec,cr,rp
agqwdemfpmxhtpzwggszhqgndmugohx,Vigenere,0.0473118279569892,g,m,h,q,w,d,p,x,z,gm,mh,hq,qw,wd
innmnvijvnvtivujxdnnmwdhdciobcpjmjdloxlobvtivdqdjmjgvtdjlvdnm,MonoalphabeticSubstitution,0.0710382513661202,v,d,n,j,i,m,t,o,l,vd,dn,nj,ji,im
azzahhzjrjchtxvxujocxwtzldwbcfzbglfrwgxgabpqilvsjwkfupxs,Vigenere,0.0383116883116883,z,x,j,w,a,h,c,l,b,zx,xj,jw,wa,ah
hvspsghzowrgqvsasgcawqsobasbuobuothouzsmobrzsojsigbciuvhpihufwstobrdowbtcfdfcawgsrxcm,ceaser,0.0540616246498599,s,o,b,h,g,w,c,u,r,ob,vs,sg,ow,as
wppeuieipstnroryaxsuabpxvcemaxhusneteiaacxosacba,ColumnarTransposition,0.0558510638297872,a,e,p,s,x,u,i,c,t,ae,ep,ps,sx,xu
xifoopuijohjttvsffwfszuijohjtqpttjcmf,ceaser,0.0645645645645645,f,j,t,o,i,p,u,h,s,ui,ij,jo,oh,hj
xudjgtsjrpixdcwpsxcrajstsigpxcxcvidqtpgjceatphpcicthhpcsidatiiwtuxghihwdrzephhjcixaltrdjasiwxczbdgtrpabanbpcnpcjcqtpgpqathxijpixdcldjasqtrdbtbpcpvtpqatpcsbpcnpctgkdjhxaacthhpkdxstsiwtgtxhpegdktgqtmegthhxcviwxhxihpnhigdjqatxhpijcctaiwgdjvwlwxrwltephhpcscdipqgxrzlpaapvpxchilwxrwltbjhiqgtpzdjgwtps,ceaser,0.0606018678657903,p,t,c,h,x,i,d,g,a,pc,dj,tp,hp,xc
synnuljaiyvunpymujuutykeifqjeysxwuveujfhtxajcdukwbodajny,Vigenere,0.0512987012987013,u,y,j,n,a,e,s,i,v,uy,yj,jn,na,ae
bxvnmjhbcqnmajpxwfrwb,ceaser,0.0380952380952381,b,x,n,m,j,w,v,h,c,nm,bx,xv,vn,mj
zaazqwzaieitmftqomzfapagzfuxtqfduqe,ceaser,0.0655462184873949,z,a,q,f,t,i,e,m,u,za,tq,zf,aa,az
sgtltwbneaoeetxahxedrctxloiheh,ColumnarTransposition,0.057471264367816,e,t,x,h,l,a,o,s,g,et,tx,xh,hl,la
tnoshschpadodarueyodspaooietvnnmpohramsrhe,ColumnarTransposition,0.0580720092915214,o,s,h,a,n,p,d,r,e,os,sh,ha,an,np
znkcuxyzznotmghuazyusksktoyzngzcnktznkegxktuzjxatqznkegxkyuhkx,ceaser,0.0713907985193019,z,k,n,u,x,t,y,g,c,zn,nk,kt,yz,yu
exrtdzbzzkzgnuryyuzzksnxxnbbzgsiywzfnxkywntgrtyztbryi,MonoalphabeticSubstitution,0.0689404934687953,z,y,n,x,r,t,b,k,g,zy,yn,nx,xr,rt
hsletpxasldtkptdqzcapzawpezxlvpnsztnpdmldpoyzezyqplcmfezyhslecplwwjrtgpdespxldpydpzqqfwqtwwxpye,ceaser,0.0593505039193729,p,l,z,e,d,t,w,s,q,sl,ld,ez,dp,hs
iokcoydlcidxnbnxqjldncjqjsd,MonoalphabeticSubstitution,0.0569800569800569,d,c,n,j,i,o,l,x,q,dc,cn,nj,ji,io
nmrhpueyoxsfahxiiateiennrsddesthedtdhaiegslexilgtx,ColumnarTransposition,0.0571428571428571,e,i,h,x,s,t,d,n,a,ei,ih,hx,xs,st
njagdhqjdmiidhmakmpthtznuxznmimtvdmhqmxaziqmpnhpvhcijidhjpijcztvdhihjophachzxjddikjiikhxnhackcjdd,MonoalphabeticSubstitution,0.0678694158075601,h,i,d,j,m,n,a,p,z,hi,id,dj,jm,mn
oatotrinsctnhnaphohaatdaelifdedinloxeuel,ColumnarTransposition,0.0589743589743589,a,o,t,n,e,i,h,d,l,ao,ot,tn,ne,ei
joxgqqufqunvmxteuaafalxqvnecajoxgoxfeqrxwcajentjucxusrg,MonoalphabeticSubstitution,0.0545454545454545,x,q,u,a,j,e,o,g,f,xq,qu,ua,aj,je
pgwfgqaaoqfrqjutwogqiueczgjqrkwtoaeqrfovrdotopigqmu,MonoalphabeticSubstitution,0.0556862745098039,q,o,g,r,w,f,a,u,t,qo,og,gr,rw,wf
emsbrtseywdcesxhoaeenaewxhetreafhox,ColumnarTransposition,0.0739495798319327,e,s,x,h,a,r,t,w,o,es,sx,xh,ha,ar
kvdidnkvmojawzdibvgdqzviyrzizzyojgzvmiocvokvdiyjznijogvnoajmzqzmijmdndoizxznnvmdgtpiwzvmvwgzviyrzizzyojwzovpbcoocvo,ceaser,0.0733790999237223,z,v,i,o,d,m,j,n,g,vm,zv,kv,di,oj
gurervfabzberzvfrenoyruhznaorvatgunabarvajubzabguvatvfunovghnyohgvaqrpvfvba,ceaser,0.0699099099099099,v,a,r,u,b,g,n,f,z,vf,va,gu,rv,ab
hfanbweetctuiwehqattxneunnhxdiacoaxtorietf,ColumnarTransposition,0.0592334494773519,t,e,a,n,h,i,x,f,w,te,ea,an,nh,hi
ambnxselgxaaeixhtrytetkohtrfaxaaymxwiauateinxhmnwx,ColumnarTransposition,0.0653061224489796,a,x,t,e,m,n,i,h,r,ax,xt,te,em,mn
ltreklsnncvpmricrttgvnspgrssetlivesexqnaikvrdhltuiinetl,MonoalphabeticSubstitution,0.0572390572390572,t,l,r,e,s,n,i,v,k,tl,lr,re,es,sn
ezpyohtesnpceltyejhpxfdemprtyhtesozfmetyr,ceaser,0.0634146341463414,e,t,p,y,h,z,o,s,f,ty,ht,te,es,ez
nqmqlhozuhrqzilivfmzexocb,Vigenere,0.0366666666666666,q,z,m,l,h,o,i,n,u,qz,zm,ml,lh,ho
rtluiooaeaaleeagghvktnrwthllrx,ColumnarTransposition,0.0551724137931034,l,a,r,t,e,o,g,h,u,la,ar,rt,te,eo
nyvezeuflskufzk,ceaser,0.0476190476190476,e,z,u,f,k,n,y,v,l,uf,ny,yv,ve,ez
rkrubrssmvzkujxrizxorqvfbrkrffvkhiotissqpjoocybguygqo,Vigenere,0.0478955007256894,r,o,k,s,u,b,v,i,q,ro,ok,ks,su,ub
ijrdiozmgvnonajmzqzmijnkmdibnfdkndonopmi,ceaser,0.0692307692307692,n,i,m,d,o,j,z,k,r,ij,di,zm,no,on
efqozujasuqskbejyjwpfkj,MonoalphabeticSubstitution,0.0474308300395256,j,e,f,q,u,s,k,o,z,je,ef,fq,qu,us
jsvlaqzjehmvozdjvazcnibktkzxzyijwteyjvcplmzdtpijvtydn,Vigenere,0.0457184325108853,j,z,v,t,d,i,y,l,a,jz,zv,vt,td,di
mustetiutirvhnseteieehtrigensbna,ColumnarTransposition,0.0806451612903225,e,t,i,s,n,u,r,h,m,et,ti,is,sn,nu
zqoexastxofraymvfvxvzouerpxqzjxmzqzeizayqmxezqovzo,MonoalphabeticSubstitution,0.0685714285714285,z,x,q,o,e,v,a,m,f,zx,xq,qo,oe,ev
xlivimwrshexesrxlijyxyvi,ceaser,0.0652173913043478,x,i,l,v,r,s,e,y,m,xl,li,vi,iv,im
wvmlwmavblqakwdmzvmetivlaeqbpwcbkwvamvbqvobwtwamaqopbwnapwzmnwzidmzgtwvobqum,ceaser,0.0680701754385964,w,m,v,a,b,q,z,l,t,wv,vm,ma,vb,kw
mbfxwxtelzxgmerhgerpbmamahlxpahmtdxbmzxgmer,ceaser,0.0675526024363233,m,x,e,b,g,r,h,a,t,er,zx,xg,gm,me
beryvtvxtayzimezclamzipokjatixlsexkyxmamsiemvtowtvaivvqi,Vigenere,0.0532467532467532,v,i,t,a,m,e,x,y,z,vi,it,ta,am,me
nzncvzhdzgryrpaoconiawmtqzuaamzuxtcjizlsvrdzmbdctsdoqzechy,Vigenere,0.043557168784029,z,c,d,a,n,r,o,m,t,zc,cd,da,an,nr
ftqdqueazxkazqftuzsmnagfituotumyoqdfmuzmzpftueueftmfftqdquehqdkxuffxqmnagfituotazqomznqoqdfmuz,ceaser,0.0716083276138183,f,q,u,t,z,m,d,a,o,ft,qd,tu,ue,az
cxypdwjwyzxkykzscxkxyv,MonoalphabeticSubstitution,0.0779220779220779,x,y,k,c,w,z,p,d,j,xy,yk,kc,cw,wz
hahhrudtnxeoticihnrxmechhteerxsfwtavaoixhasieelbhgbrrnaoinsxurecrdgeexlseeddtapx,ColumnarTransposition,0.0594936708860759,e,h,r,x,a,t,i,d,n,eh,hr,rx,xa,at
oewnpmuyiwrabjvatemnjitnppqrwbruuwmjkjvppsmnavjtplrw,Vigenere,0.0512820512820512,p,w,j,n,m,r,u,a,v,pw,wj,jn,nm,mr
dusuiiyjohubyuluikivhecjxuucrqhhqiicudjevsxeysu,ceaser,0.0703052728954671,u,i,h,s,y,j,e,c,d,su,ui,ii,du,us
uxijnnbyjuwyizhunolybylmywlyncmjuncyhwy,ceaser,0.078272604588394,y,n,u,j,w,l,i,b,h,by,ju,wy,un,ly
unvrgoexprnyancotioortixuoytleonrenlnmsyraeeeftx,ColumnarTransposition,0.0629432624113475,n,o,e,r,t,x,y,u,a,no,oe,er,rt,tx
aebvioxpvaetgoaftsyitnglemixoeerenx,ColumnarTransposition,0.0554621848739495,e,a,i,o,x,t,v,g,n,ea,ai,io,ox,xt
vrsodlswpqldshjhiahpipvywryfbwpqwsljatpxzlaykokepqqxfkx,Vigenere,0.041077441077441,p,s,l,w,q,h,a,y,x,ps,sl,lw,wq,qh
ngynarnwlnrbfqjcanjuuhqjyynwbcxhxdrwcqnuxwpadwcqncadcqcqjcorwjuuhxenacjtnbhxd,ceaser,0.0615174299384825,n,c,w,q,j,a,u,x,r,cq,qj,hx,yn,na
eesgeeimnhbenrvyroandaeaftfdridinoixheihcdnao,ColumnarTransposition,0.0636363636363636,e,i,n,a,d,h,r,o,f,ei,in,na,ad,dh
hmxjtzovnbtmxupctpmuobvvd,MonoalphabeticSubstitution,0.0466666666666666,m,t,v,x,o,b,u,p,h,mt,tv,vx,xo,ob
edlrfydodmttmteqjedhajieaeztbmdbyetgjyofokjzttgetbdtgbobceo,MonoalphabeticSubstitution,0.0683810637054354,t,e,d,o,b,j,y,m,g,te,ed,do,ob,bj
ucqhsvrnifmpmmitgewjsjusyvdkszymirxdcqxksmiiwnydhjuqninuezilscoxjk,Vigenere,0.041025641025641,i,s,m,u,n,j,c,q,y,is,sm,mu,un,nj
bjhfsgjfgxtqzyjqdhjwyfnstsqdfgtzyymnslxbjitstyzsijwxyfsi,ceaser,0.059090909090909,s,j,y,f,t,g,x,q,z,bj,fs,fg,zy,qd
frfqsjmaaurbdcqntdjkwfhuvwklesuhzhyhlfotemxfehipfwvs,Vigenere,0.035444947209653,f,h,s,u,w,e,r,q,j,fh,hs,su,uw,we
snhhnymotaujutomngujib,MonoalphabeticSubstitution,0.0476190476190476,n,u,h,m,o,t,j,s,y,nu,uh,hm,mo,ot
jgdcgqslacpryglcyrbcqqcprdgpqr,ceaser,0.0781609195402298,c,g,q,r,p,d,l,y,j,cp,pr,jg,gd,dc
bwlmibpqgqmtljcbvwbbwlwcjbepwatigajmnwzm,ceaser,0.0628205128205128,b,w,m,l,j,i,p,q,g,bw,wl,lm,mi,ib
jpjrnrtypnvjispjpsnyjxutynpsztmsputagtzhvtappsrtxanyiljxp,MonoalphabeticSubstitution,0.0695488721804511,p,t,j,n,s,y,r,x,a,pt,tj,jn,ns,sy
jpnphndpjqogtzyjpddjygojdzhkpuohondzvodhnykzqjdjpboqunbduofohhjypznqowoqjolnqtokienfqzvyjycorbqoddjzy,MonoalphabeticSubstitution,0.0669306930693069,o,j,d,n,q,p,z,y,h,oj,jd,dn,nq,qp
rrsdybybgpjhgiyqlngicufdgpdprmsppdykgicfblsppwfzaeyoysuf,Vigenere,0.0493506493506493,p,y,g,s,d,f,r,b,i,py,yg,gs,sd,df
knvbfayccykicfpv,Vigenere,0.0583333333333333,c,k,v,f,y,n,b,a,i,ck,kv,vf,fy,yn
fadnmymrhleohebydkqocezbafdkyvnlainlbhvdauihbbspelvxau,Vigenere,0.0412299091544374,a,b,d,h,l,e,n,y,v,ab,bd,dh,hl,le
gesoexseiieeethdbxucanhxitlfaxaxosnenalidxnpnccn,ColumnarTransposition,0.0656028368794326,e,x,n,i,a,s,c,o,t,ex,xn,ni,ia,as
ooeathsalefuirgwtftehhrdstirecoryiueueeumnqritpboxwtsehiheontluolrrlqx,ColumnarTransposition,0.0571428571428571,e,t,r,o,h,u,i,l,s,et,tr,ro,oh,hu
afwjorsmazlksaseustaktazkwhfa,MonoalphabeticSubstitution,0.0689655172413793,a,s,k,f,w,z,t,j,o,as,sk,kf,fw,wz
dnrxmraxarhontyxdooxeiaxotsxiytxsdexefux,ColumnarTransposition,0.0782051282051282,x,o,d,r,a,t,e,n,y,xo,od,dr,ra,at
nthvxnxybeoitvexahtnuoidht,MonoalphabeticSubstitution,0.0584615384615384,t,n,h,x,v,e,o,i,y,tn,nh,hx,xv,ve
xlitvmrgisjhevoriwwmwekirxpiqer,ceaser,0.053763440860215,i,r,e,w,x,v,m,l,t,xl,li,it,tv,vm
bmfuqzoquemnuffqdbxmzfngfuftmeeiqqfrdguf,ceaser,0.0794871794871794,f,u,q,m,e,b,z,n,d,uf,fu,bm,mf,uq
ozzhvwbugqcashcvwakvckowhgdfcjwrsrvsybckgkvohvswgkowhwbutcf,ceaser,0.0566919929865575,w,v,c,h,k,o,g,s,b,hv,vw,wb,bu,kv
sbjuqvmfvnizcdrllfaniymjghwuqnwpoigddjwpfkmymwmsnbyfbjgh,Vigenere,0.0363636363636363,m,j,f,n,w,b,i,d,y,mj,jf,fn,nw,wb
gdlwscolvhetllseashdeuteehsxsrtiilhoehttsdretroiployrecxhbtsseaindethu,ColumnarTransposition,0.0683229813664596,e,s,t,h,l,d,o,r,i,es,st,th,hl,ld
vmviprivrfwkiflscvxzmvjflkrirpfwyfgvreukyvfevletyrexvrscvtvikrzekpzjkyrkefkyzexzjtvikrzefiletyrexvrscv,ceaser,0.0677538342069501,v,r,e,k,f,i,z,y,l,vr,vi,sc,cv,kr
amgllrtaroxranruleeldxdonitfeeitxnciteohygcxrdaeqadroaxacysiotedoxenphlyohrlr,ColumnarTransposition,0.0580997949419002,r,e,a,o,l,x,t,d,n,re,ea,ao,ol,lx
oekpskoveirurdfsdedmfzrhruckkaredsfzrhwsydmvgshvffcosfzlv,MonoalphabeticSubstitution,0.0532581453634085,s,r,f,d,e,k,v,o,z,sr,rf,fd,de,ek
fgesllwjzgodgnwkaucsogesfakkzwkzgmdvfllscwlzwxajklhaddlzslugewksdgfy,ceaser,0.0583845478489903,l,g,s,w,k,z,d,f,a,ge,wk,es,sl,ll
evriribplylzbpgkhbilprknkybevriybvgyunlwlgpivhfwvbgphfkcckebp,MonoalphabeticSubstitution,0.0568306010928961,b,p,v,i,l,k,r,y,g,bp,pv,vi,il,lk
mbqdeazitapagnfetuyeqxruexuwqmymzitaiagxpqzxuefuzftqdmzweartueqzqyuqemzpnqmdmdyemsmuzeftuyeqxr,ceaser,0.0626858842370167,e,q,m,u,z,a,t,y,x,tu,ye,eq,ue,mz
